time,T_op,S_su,S_aa,S_fa,S_va,S_bu,S_pro,S_ac,S_h2,S_ch4,S_IC,S_IN,S_I,X_c,X_ch,X_pr,X_li,X_su,X_aa,X_fa,X_c4,X_pro,X_ac,X_h2,X_I,S_cation,S_anion,Q
3.75,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.75745043461959,27.385047223477997,2.657530373902772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.61149129414616
4.0,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.78896806246266,27.422498989442587,2.66486139714016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.94301564729955
4.25,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.819449760932756,27.45907722765923,2.672130446311784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.27741186133787
4.5,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.84887231667485,27.494748809580976,2.679333720514568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.614646882328
4.75,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.877213319894748,27.529480672231195,2.6864676529352027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.95468583307036
5.0,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.90445117691472,27.563239843283835,2.6935289136121496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.29749203404768
5.25,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.930565122063122,27.595993466247062,2.7005144118995243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.64302702674533
5.5,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.95553522889235,27.627708825731936,2.707421298630787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.99125059929383
5.75,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.979342420719757,27.65835337278728,2.71424696798048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.34212081438127
6.0,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.001968480486903,27.687894750282226,2.7209890590225694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.69559403938055
6.25,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.023396059932988,27.716300818317197,2.727645456984283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.0516249786352
6.5,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.043608688078873,27.74353967964464,2.73421429419464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.4101667078429
6.75,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.062590779018706,27.769579705080204,2.740693950727213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.771170710477
7.0,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.080327639016687,27.794389558885285,2.747083054736976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.1345869161798
7.25,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.09680547290711,27.81793822410168,2.7533804824914068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.50036374106443
7.5,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.11201138979628,27.840195027819085,2.759585358096356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.86844812985493
7.75,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.125933408065642,27.86112966635613,2.7656970529174982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.2387855997968
8.0,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.13856045967581,27.880712230335615,2.7717151846985204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.61132028626588
8.25,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.149882393771918,27.898913229634644,2.777639616377493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.98599499000272
8.5,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.159889979591116,27.91570361819027,2.7834704546032296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.3627512258973
8.75,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1685749086737,27.931054818641485,2.7892080479537205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.7415292732493
9.0,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.175929796379862,27.94493874678819,2.7948529848590464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.1222682274257
9.25,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.181948182714532,27.957327835848027,2.8004060912315163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.504906052837
9.5,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.186624532463467,27.968195060491887,2.8058684278060397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.8893796371539
9.75,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.189954234644103,27.97751396063915,2.8112412871940786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.2756248466815
10.0,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.19193360127531,27.985258664993648,2.816526190654822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.66357658281203
10.25,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.192559865470724,27.991403914301515,2.821724884587497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0531688394719
10.5,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.19183117886078,27.99592508431237,2.8268393367490696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.44433476148075
10.75,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.18974660834909,27.9987982084251,2.831871732201825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.83700670373932
11.0,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.186306132209376,28.0,2.836824468995644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.23111629116184
11.25,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.181510635529568,27.999507874318983,2.841700153590047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.62659447926816
11.5,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.17536190501024,27.997299970175924,2.8465015960213447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.02337161535223
11.75,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.167862623124975,27.993355171079145,2.8512318048205363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.42137750014084
12.0,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.159016361650751,27.98765312604865,2.855893981687808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.8205414498592
12.25,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.148827574576895,27.980174269990595,2.860491515929785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.22079235861776
12.5,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.137301590401597,27.970899843631862,2.865027978665913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.62205876103684
12.75,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.12444460382542,27.959811912997967,2.869507116810596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0242688950236
13.0,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.11026366685168,27.94689338841758,2.873932846837944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.4273507646195
13.25,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.094766679303952,27.93212804303746,2.8783092483362376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.8312322028335
13.5,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.07796237877144,27.91550053083168,2.8826405573594007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.2358409343794
13.75,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.059860329993262,27.89699640408952,2.886931159583015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.6411046382344
14.0,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0404709136932,27.876602130366617,2.891185583272598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.04695100994064
14.25,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.019805314876686,27.85430510888436,2.895408492072084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.45330782356496
14.5,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.997875510602334,27.83009368636274,2.899604677620609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.860102993243
14.75,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.974694257240545,27.80395717227256,2.9037790520059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.26726463422614
15.0,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.950275077232147,27.775885853492703,2.9079366400627418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.67472112335554
15.25,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.924632245360277,27.745871008359305,2.9120825715251573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.08240115888896
15.5,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.897780774549096,27.713904920093263,2.916222073041074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.49023381960444
15.75,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.86973640120322,27.67998088959368,2.9203604600584137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.89814862311
16.0,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.84051557010202,27.64409324758459,2.9245031285917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.3060755832872
16.25,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.81013541886319,27.606237366103368,2.92865554687833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.7139452667999
16.5,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.778613761990371,27.566409669319103,2.932823246933878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.1216888486002
16.75,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.745969074519692,27.524607643670063,2.9370118160158127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.52923816636576
17.0,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.712220475280509,27.480829847309703,2.9412268880051715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.9365257738055
17.25,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.677387709785668,27.435075918851062,2.945474134715789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.3434849927697
17.5,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.64149113276701,27.387346585400067,2.9497592571407765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.7500499641067
17.75,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.604551690371856,27.337643669868505,2.9540879766460004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.15615569720694
18.0,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.566590902036516,27.285970097558227,2.9584660261203823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.561738118179
18.25,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.527630842053,27.23232990200826,2.962899141092885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.9667341166042
18.5,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.487694120845232,27.17672823009752,2.9673930508260766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.3710815908185
18.75,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.446803865971225,27.119171346395785,2.9719534693962197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.77471949167244
19.0,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.404983702867824,27.059666636756607,2.9765860867698244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.1775878647232
19.25,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3622577353547,26.998222611146065,2.981296559886629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.5796278908135
19.5,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.318650525914384,26.934848905701887,2.9860905037589567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.98078192499764
19.75,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.274187075765218,26.869556284018152,2.990973482597404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.38099353377265
20.0,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.228892804744168,26.80235663765105,2.995951000972765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.7802075305807
20.25,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.182793531016458,26.73326298584206,3.0010284950241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.1783700095474
20.5,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.135915450629136,26.662289474455253,3.006211323722773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.5754283774239
20.75,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.08828511692549,26.589451374126018,3.011504760202268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.9713313837059
21.0,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.039929419837526,26.514765077619213,3.0169139831635032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.3660291489011
21.25,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.990875565073438,26.43824809639517,3.0224440683653038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.7594731909237
21.5,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.941151053217212,26.35991905638261,3.028099980209608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.1516164495941
21.75,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.890783658757268,26.27979769295819,3.033886563430885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.54241330922514
22.0,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.83980140906119,26.197904845132825,3.03980853489915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.9318196192819
22.25,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.78823256331337,26.114262448945656,3.045870475545833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.31979271309945
22.5,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.736105591432423,26.02889353006707,3.0520768224216552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.70629142465066
22.75,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.683449152985112,25.941822195612737,3.05843186089553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0912761033568
23.0,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.630292076113363,25.85307362517128,3.0649397170033543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.47470862693564
23.25,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.57666333649095,25.762674061048717,3.071604349955422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.856552412286
23.5,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.522592036326197,25.670650797733483,3.0784295448110286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.23677242440976
23.75,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.468107383426933,25.577032170586342,3.0854189053286567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.6153351833751
24.0,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.413238670343848,25.481847543760065,3.092575846999988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.9922087693267
24.25,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.358015253608077,25.38512729735458,3.0999035902757504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.3673628255532
24.5,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.302466533078874,25.28690281381347,3.107405153991288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.7407685596224
24.75,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.246621931416811,25.18720646356865,3.115083348999464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.1123987425992
25.0,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.190510873697958,25.086071589940445,3.1229407720183624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.4822277063631
25.25,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.134162767184073,24.98353249330088,3.1309797997010005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.85023133904446
25.5,308.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.077606981263822,24.87962441450856,3.139202582934048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.216387078602
